price_open,price_high,price_low,price_close
6710.25,6777,6659,6696.99
6696.99,6721.68,6545,6582.09
6582.09,6582.1,6318.5,6436.89
6435,6540.7,6372,6455.66
6458.69,6736.85,6425.84,6683.8
6680.01,6796.2,6525.67,6620.01
6620.01,6622.2,6450.1,6581
6581.91,6644.01,6510,6605
6605,6639.33,6474.9,6572.83
6572.83,6597,6436.2,6498.88
6498.47,6521.1,6396.34,6466.03
6466.03,6604.89,6450.58,6547.45
6547.45,6666.6,6494.1,6582.12
6593.94,6599,6526.28,6552.43
6552.42,6600,6488.3,6570
6569.99,6688.3,6538.14,6608.07
6604.76,6623.14,6546,6589.48
6589.48,6593.48,6387.91,6524.56
6517.55,6530.1,6026.09,6152.76
6152.76,6250.53,6109.79,6188.01
6182.03,6245.97,6168.83,6195
6201.23,6349.47,6143.08,6183
6181.9,6820,6149.28,6440.42
6438.44,6493.77,6375,6457.11
6454.19,6469.8,6406.98,6443.7
6443.69,6490,6344.6,6394.96
6395.2,6412.4,6342.01,6382.99
6382.99,6429.7,6360.1,6414
6412.1,6470,6399.2,6415.88
6413.26,6429.23,6367.8,6407.65
6407.64,6421.58,6350.1,6395.14
6395.13,6473,6390.07,6415.98
6415.97,6423.5,6356,6395.58
6393.38,6450.3,6375,6404.87
6406.1,6425,6381.25,6409.12
6409.11,6433.6,6380.01,6403.62
6403.63,6423,6200,6266.52
6266,6299.4,6238.94,6267.63
6267.63,6377,6199.25,6304.18
6304.18,6367.7,6281.91,6344
6344,6381.25,6318.2,6350.43
6349.8,6351.74,6300.6,6331.96
6331.96,6475,6310.57,6423.28
6423.29,6443.3,6368.49,6404
6404,6460.01,6378.24,6448.5
6448.5,6552.9,6442.47,6503.12
6503.12,6515.7,6380.6,6406.24
6406.24,6429.68,6305,6334.89
6334.89,6377.26,6323,6347.42
6347.42,6365,6269.46,6357.54
6357.6,6388.21,6290.8,6327.87
6327.87,6329.1,6244.35,6259.34
6255.86,6300,5280.93,5600.9
5600.9,5648.04,5188,5579.52
5579.5,5610,5410,5512.24
5512.26,5550.66,5450.83,5504.17
5503.64,5698,5499.4,5560
5560,5563.5,4670.05,4741.2
4736.67,4897.36,4028.8,4349.23
4349.24,4643.54,4239.01,4545.11
4545.12,4596.33,4070,4265.36
4268.4,4371.16,4061.02,4283.8
4288.25,4376.88,3638.48,3774.99
3775,4126.9,3456,3932.9
3936.7,4076.25,3508,3730.44
3731.01,3834.35,3548.76,3775
3775.01,4397.6,3770.8,4219.8
4219.77,4441,4066,4248
4247.99,4300,3851,3976
3976.01,4286.6,3904.34,4138.4
4142.01,4266,4025.1,4103.19
4102.8,4119.98,3732.6,3833.47
3833.47,4059.3,3728.7,3901.84
3901.84,3916.74,3653,3694.3
3694.39,3851.1,3400,3433.26
3431.3,3600,3208,3380.01
3380,3498.9,3241,3398.8
3401,3642.51,3359.9,3531.18
3531.18,3596,3348.7,3410.15
3410.4,3441.1,3292.65,3349.36
3350.27,3490,3323.6,3430.24
3430.24,3441.13,3217.7,3260
3263.55,3308.6,3134,3194.9
3195.71,3241,3120,3183
3180.84,3265,3159,3195
3194.99,3590,3181.26,3496.73
3497.1,3690.9,3422.77,3667.77
3667.76,3928.15,3637.17,3683.6
3682.51,4200,3651,4075.34
4074.5,4164,3769.2,3841.08
3842.59,4022.6,3780.09,3980.46
3981.24,4062.5,3900,3944.93
3944.92,4239.9,3941.6,4033.8
4034,4049.23,3671.5,3779.99
3780,3863.82,3678.8,3809.88
3809.88,3842.27,3565.9,3589.89
3589.89,4028.6,3575,3888.06
3889.2,3961.85,3645,3725
3728.96,3871.6,3681,3835.79
3831.03,3842.89,3621.6,3691.86
3690.9,4499.3,3577.18,3826.1
3826.1,3920,3763.85,3886.2
3890.51,3895.5,3721.9,3787.57
3787.57,3856.9,3728.8,3820.82
3820.19,3887.09,3772.1,3797.41
3799.99,4090,3753,4040.99
4040.98,4078.9,3964.01,4005.3
4005.97,4114.8,3934.73,3993.86
3993,4060,3948.44,4004.12
4003.09,4036.22,3503.44,3626.12
3627.65,3704.6,3560.5,3635.1
3635.1,3652.4,3557.09,3617.13
3619.38,3654.02,3375,3514.24
3514.24,3717,3506,3664.19
3664.18,3687.02,3534.68,3582.09
3576.92,3669.5,3570.48,3607.15
3609.71,3660,3534.25,3638.01
3638.01,3644.8,3576,3612.2
3607.85,3950,3602.6,3681
3680,3703.39,3468.7,3536.72
3537.42,3573.29,3485.58,3531.76
3533.4,3615.8,3401.36,3576.81
3576.53,3620.23,3518,3553.01
3553.2,3598,3524,3571.3
3568.97,3578.79,3510,3561
3561,3673,3535.6,3556.07
3556.07,3564.12,3456,3531.02
3531.02,3537,3357.3,3429.95
3431.43,3440,3321,3397.42
3395.74,3465.1,3371.3,3437.55
3437.55,3478.1,3392.6,3411.5
3413.69,3460,3364.53,3437.5
3434.83,3494.1,3406.38,3468.43
3468.43,3476.33,3384.67,3414.78
3415.69,3439.46,3394.85,3409.57
3409.81,3435,3396,3431.39
3431.81,3445.6,3328.7,3367.4
3366,3383.29,3348.1,3359
3358.99,3711.26,3337.91,3621.99
3622,3744.2,3589.52,3625.7
3625.7,3662.43,3576.16,3648.84
3649.92,3652.56,3577.7,3590.36
3588.99,3620,3538.2,3588.61
3588.06,3632.2,3541,3576.68
3576.69,3657,3531.01,3561.5
3561.49,3620.53,3544.88,3567.4
3566.59,3613.3,3561.96,3579.92
3580.43,3675.87,3552.7,3625.08
3625.08,3926,3614.82,3867
3870.97,4000,3838.2,3888.46
3889.92,3967.52,3861.49,3938.99
3939,3989.99,3863.2,3897.71
3897.71,3957,3882.59,3942.02
3942.02,4160.1,3905.63,4113.53
4110,4190.3,3625,3734.22
3734.23,3861.81,3731.09,3818.79
3818.78,3830,3760.09,3799.48
3799.49,3827.9,3650.8,3799.91
3800.35,3912.16,3752.05,3792.14
3793.6,3845.3,3785.8,3806.17
3806.17,3818.75,3754.3,3809.7
3809.7,3822.4,3755.4,3786.93
3786.93,3806.9,3670,3700.72
3698.65,3877.1,3690,3844.9
3844.07,3895.7,3805,3851.89
3851.89,3891.4,3826.13,3857.05
3857.04,3924.37,3760.1,3843.12
3842.62,3950.25,3834.59,3916.43
3918.34,3918.35,3862,3900.93
3900.93,3912.89,3812.64,3849.68
3849.67,3879.6,3791.07,3860
3860,3874.68,3820,3851.02
3851.02,3907,3775.01,3853.95
3853.95,3912.06,3843.09,3902.8
3902.8,4042.5,3899,3990
3990,3992.42,3927.28,3965.5
3967.01,4019.9,3929.83,3969.59
3969.94,4012.69,3947.15,4000.85
3999.5,4050,3962.6,4031.85
4032.68,4064.4,3871.3,3972.76
3974.5,4000.81,3958.94,3983.78
3983.77,4001.17,3957.11,3983.43
3982.45,3982.45,3942.04,3969.52
3969.52,4034.13,3850.45,3907.53
3905.9,3936.36,3879.5,3921.45
3922.41,4037.3,3912.19,4026.53
4025.5,4027.07,3992.6,4011.17
4011.98,4102.57,4005,4091.01
4090,4131.87,4037.28,4094.14
4092.2,4103,4073.7,4094.99
4095,4150,4051.53,4137
4137.01,5142.9,4130.64,4903.8
4899.01,5362.7,4751,4975.97
4975.13,5077.35,4778,4906.49
4905.7,5091.9,4883.83,5039.73
5040.95,5244.04,4892.5,5049.22
5045.57,5270.33,5015.7,5194.79
5194.76,5359.8,5125.5,5285.54
5286.82,5288.95,5136.01,5187.21
5188.02,5488,5161,5321
5323.47,5347.07,4960.1,5041.3
5037.82,5122.48,4901.99,5078.19
5078.19,5123.28,5033.73,5066.22
5064,5191.19,5008,5164.27
5163.81,5193.01,4942.8,5027.31
5027.33,5245,5014.77,5202.9
5201.21,5300,5170.01,5224.9
5227,5325,5218.23,5280.49
5280.5,5366.5,5180.37,5290.36
5290.37,5362.97,5253.82,5319.89
5320.39,5349.16,5200,5297.64
5297.64,5453.3,5245,5387.6
5384,5650.01,5361.01,5525.4
5532.75,5627.9,5372,5442.2
5440.95,5513.66,4357.1,5134.81
5134.82,5295.03,5041.14,5159.51
5159.5,5221.24,5113,5170.6
5169.8,5215.4,5099,5157.02
5155,5194.2,5061.1,5148.25
5148.25,5297,5126.25,5270.69
5270.68,5359.3,5263.03,5321.15
5321.15,5422.99,5304.99,5391.01
5390,5800.02,5363,5658.22
5660,5846.88,5510,5770.01
5770.01,5782.55,5624.25,5715.86
5715.29,5758.31,5562.44,5686.65
5687.9,5974.51,5686.88,5748.45
5751.54,5990,5653.65,5948.41
5947,6174,5932.83,6151.4
6153.09,6430,6105,6343.14
6338.93,7464.13,6338,7209.9
7214.4,7588,6724.1,6973.9
6979.24,8195,6863.75,7824.93
7817.1,8350,7618.99,7990.92
7990.92,8308.16,7829.6,8203.32
8203.33,8390.95,7650,7880.7
7879.75,7946.2,6178,7363.69
7352.39,7494.2,7204.42,7262.4
7262.38,8315,7247.86,8200
8193.45,8199.97,7567.2,8003.97
7999.2,8117.48,7676.27,7954.49
7951.69,8050,7504,7626.48
7622.9,7986.6,7467.1,7881.98
7878.16,8188.87,7794.73,7999.02
8001.69,8161,7939.76,8063.81
8063.68,8802.29,7881.7,8750.01
8750,8953.4,8611.44,8772.29
8774.45,8823.75,8200,8715.36
8715.35,8762.39,8421.12,8663.41
8663.07,9096.79,7972,8277.76
8277.76,8591.1,8109.74,8552.9
8545.8,8624.72,8452.21,8558.95
8558.8,8841.3,8540.8,8736.55
8740,8746,8030.32,8103.64
8103.63,8110.01,7425,7670.96
7671.07,7934.8,7565,7789.48
7784.62,7878.62,7440,7805
7799,8134.99,7756.79,8000.5
7998.13,8061.12,7777.67,7930.14
7933.17,7966.58,7508.77,7634.58
7635.05,8097.35,7516.9,8015.69
8018.49,8057.32,7702.83,7918.17
7913.64,8292.43,7817,8176.02
8176.03,8344.9,8005,8239.04
8235.44,8740,8174.92,8697.46
8694.74,8916.63,8588.7,8860.23
8856.13,9391.85,8456,8975
8977.38,9477.7,8971.9,9331.75
9333.48,9361.87,8918,9080.5
9077.3,9325.85,9035.75,9277.55
9282.1,9605.44,9210.3,9531.21
9534.99,10250,9531.21,10236.2
10222.13,11216.8,10000,10666.86
10662.83,11286.8,10474,10814.1
10834.07,11102.6,10511,11032.32
11030,11800,10997,11765.1
11754.25,13880,11350,12920.54
12936.44,13360.9,10299,11159.29
11143.7,12450,10723.3,12354.43
12355.01,12436.2,11172.6,11865.29
11868.56,12200.06,10642.07,10752.3
10761.26,11239,9900,10577.63
10578.7,10947.3,9614.08,10828.9
10829.19,12037,10807.3,11976.42
11984.7,12064.4,10601,11136
11137.87,11482.9,10736,10997.84
10994.99,11735,10945.6,11237.77
11233.21,11631.2,11000,11480.7
11474.44,12404.6,11323.7,12286.14
12293.39,12883.48,12030.43,12571.11
12562.9,13202.63,11536.35,12097.96
12101.44,12104.97,10933,11349
11348.56,11950,11079.59,11802
11797.53,11847,10791.73,11370.08
11381.5,11467.3,10084.4,10185.03
10185,11088.44,9789,10854.47
10856.41,11042.11,9350,9422.72
9427.45,9998,9049.54,9696.31
9694.97,10800,9250.1,10649.07
10644.66,10777.21,10102.06,10538.06
10536.87,11210,10359.17,10761.03
10774.7,10842.2,10188,10590.7
10590.71,10700,10052.25,10323.39
10324.13,10328.9,9800,9840.6
9848.9,9919.6,9500.1,9772.6
9772.59,10187.4,9734.19,9878
9878,9911.3,9625.2,9843
9843,10248.41,9269.1,9481.37
9469.37,9669.11,9108.88,9533
9533,9729.87,9356.75,9495.01
9499.21,9839.83,9371.96,9593.62
9594,10143.2,9570.01,10087.3
10089.97,10530,9878.09,10408.9
10404.41,10677.32,10318.47,10533.01
10529.51,10928,10500,10820.76
10822.09,11089.74,10539.9,10986.96
10977.98,11959.36,10973,11815.28
11811.75,12340,11187,11465.49
11465.49,12173.8,11366.26,11975.03
11983.41,12065,11450.93,11981
11982.39,12042,11650,11856.1
11860.62,11976.68,11170,11280.95
11280.95,11589.73,11080.37,11540.76
11537.21,11555.55,11194.04,11389.28
11389.25,11446.94,10738.58,10854.92
10854.92,10862.25,9888.57,10025.86
10021.13,10450,9467.57,10297.86
10300,10540,9728,10352.78
10352.78,10475.82,9974.51,10217.79
10217.99,10515,10065,10315.48
10315.48,10950,10265,10921.8
10921.4,10959,10549.74,10772.22
10778.75,10807.54,9841.59,10130
10125,10238.29,9752.2,10107.15
10105.61,10479,10035.84,10410.85
10407.5,10433.49,9883.4,10151.83
10148,10398.6,9899.95,10138.72
10140.9,10697.9,10136.75,10360.97
10355.11,10387.9,10019.1,10177.3
10180,10297.7,9512.5,9714.31
9720.2,9720.2,9290.3,9495
9494.8,9708,9337.97,9582.42
9582.42,9707.48,9400,9600.86
9600.86,9850,9538.75,9767.53
9765,10490,9750.92,10389.5
10384.07,10790,10271.6,10617.61
10626.59,10892.1,10319,10581.84
10581.85,10666.43,10452.15,10574.73
10574.28,10972.06,10145.3,10308.92
10308.9,10580,10297.58,10484.37
10484.37,10599.1,10227.75,10398.97
10401.13,10542.93,10051,10310
10310.01,10392.72,9910,10094.5
10093,10308.15,9851.97,10154.46
10158.81,10479.9,10027.52,10423.72
10419.8,12000,8000,10365.93
10365.94,10444.02,10217.01,10360.25
10360.01,10386.6,10258.49,10311.3
10303.66,10379.98,10000,10262.54
10262.54,10282.91,10130.59,10195.73
10185.42,10263.65,9900,10155.26
10156.22,10385.31,9585.86,10274.4
10275.01,10310,10055,10173.3
10168.85,10180.43,9903.7,9985.28
9973.99,10097,9842.35,10026.8
10029.2,10051.15,9606,9693.74
9693.74,9782,7991.18,8530.01
8530.01,8746.83,8000,8439
8439,8467.89,7712.45,8055.03
8060,8294.04,7850,8193.99
8193.99,8426,8009.84,8218.07
8217.47,8246.87,7902.66,8052.4
8054.09,8393.23,7655,8310
8310,8540,8195.42,8321.52
8321.87,8395,8168.2,8381.72
8381.72,8419.95,8029.14,8240.41
8241.27,8248,7986.65,8156.67
8156.68,8211.4,8016.26,8147.63
8147.63,8181.6,7772.71,7859.79
7859.79,8316.2,7762.35,8208.67
8213.4,8348,8107.26,8178.54
8180,8712.45,8110,8590
8590.01,8666.84,8450.61,8587.5
8587.49,8932.5,8213.25,8270.6
8265.16,8427.76,8254.68,8303.43
8309.03,8474.48,8132.91,8280
8280,8421.6,8214.6,8354.6
8355,8420.85,8060.5,8162.44
8162.44,8179.1,7908.86,7993.54
7995.81,8136.4,7936.71,8077.1
8076.94,8120.77,7811.62,7956.4
7954.15,8104.7,7873.46,7965.28
7965.27,8314.77,7874.68,8240.2
8235.94,8387.3,8136,8217.8
8209.92,8325,7989.15,8020.6
8020.6,8052.46,7275.24,7470.77
7477.2,7520,7356,7430.87
7430.87,8800.1,7389.91,8668
8669.4,10610,8642.46,9259.78
9259.98,9826.72,9092.66,9548.84
9555.89,9936.5,9177.84,9226.5
9219.94,9575,9030,9430.8
9431.36,9437.06,8988,9164.44
9164.45,9459.7,8949.6,9159.48
9158.08,9323.4,9054.6,9253.12
9253.09,9396.91,9201.19,9308.52
9308.52,9386.45,9067,9206.52
9206.52,9600,9122.33,9410.76
9412.63,9534.7,9165.2,9320.14
9322.09,9450,9253.66,9341.27
9341.27,9375.16,9075,9198.84
9198.85,9253.39,8660,8763.01
8763.01,8877.36,8712.52,8807.89
8807.89,9150,8731.43,9040.12
9032.23,9075.32,8590,8720.36
8721.53,8875.53,8549,8810
8811,8839.7,8700,8761.75
8765.53,8791.78,8555,8630
8630.01,8799.03,8361,8457.48
8457.48,8539.53,8423,8481
8481,8637.01,8363.5,8500.01
8501,8508.4,8010.7,8168.84
8168.84,8198.73,7980.07,8123.36
8123.98,8231.04,8027.28,8082.96
8082.97,8117.35,7374.5,7616.46
7615.09,7720,6761,7285.85
7283.19,7361.41,7102.16,7329.29
7329.29,7349.68,6836.9,6908.64
6908.64,7380,6515,7127.01
7127.01,7344.91,7018.78,7162.67
7162.67,7678.76,6847.72,7527.84
7524.73,7660.82,7370.62,7432.41
7432.41,7870.35,7411,7753.69
7759.99,7820,7452.08,7550.67
7555.92,7560.2,7228.8,7404.27
7405.33,7431.07,7140.08,7305.01
7305.01,7415,7237.26,7302.94
7302.94,7820.75,7068.2,7197.78
7198.64,7500,7150.06,7393.54
7393.55,7618.99,7305,7545.7
7541.76,7643,7480,7502.19
7502.2,7583.1,7382.69,7520
7520,7666,7256.7,7337.51
7337.51,7400,7150.23,7219.37
7219.37,7273.8,7122.28,7201.23
7201.24,7299.39,7072.2,7185.91
7185.91,7302.35,7179.65,7249.9
7249.9,7272.1,7007.48,7072.7
7062.92,7225.23,7006.01,7115.08
7111,7147.91,6800,6877.03
6877.04,6939,6550,6616.62
6616.62,7488.2,6425,7285.53
7287.6,7379.8,7000,7149.57
7149.13,7220,7072.61,7194.11
7190,7195.37,7099.57,7147.4
7143.01,7530,7124,7513.06
7514.74,7692.98,7247.86,7310.79
7310.79,7431.1,7151.08,7255.01
7255.01,7271.8,7110.73,7192.12
7192.12,7432.1,7140,7195.5
7194.13,7255.37,6934.8,7245.83
7245.83,7350,7231,7302.67
7302.67,7531.4,7274.43,7384.89
7384.57,7390.41,7199,7216.27
7218.01,7302.35,7110,7168.36
7165.72,7238.14,7136.05,7174.33
7174.33,7186.65,6900,6942.3
6945.02,7402.31,6853.53,7338.91
7334.45,7398,7256.03,7348.63
7348.63,7495,7301.1,7355.4
7355.4,7817,7339.2,7764.63
7760,8252.5,7697.03,8158.52
8160.01,8469.39,7845,8043.3
8047.75,8048.94,7737.97,7818
7813.78,8200,7666.3,8198.09
8198.09,8319.5,7999.3,8016.22
8017.47,8190,7951.2,8177.3
8180.81,8196.81,8000,8105.01
8105.6,8895,8104.1,8815.69
8812.58,8920.83,8550,8809.17
8808.81,8852.35,8573.91,8714.76
8714.77,9015.22,8657.7,8899.42
8899.42,9000.1,8798.9,8908.53
8901.02,9194.99,8461.38,8705.8
8697.53,8740.54,8504.06,8628.89
8628.89,8782.2,8465,8722.03
8722.03,8795,8565,8660.38
8660.38,8673.13,8277.81,8378.44
8385.21,8530.7,8212.9,8425.18
8427.58,8437.76,8252.72,8326.81
8326.8,8601.9,8276.22,8595
8595,9004.35,8546.55,8895.96
8895.95,9420.7,8873.9,9400
9385.53,9443.96,9215.5,9280.9
9287.9,9574.68,9171.11,9500
9502.71,9529.35,9195.49,9334.98
9334.98,9461.35,9280.33,9380.18
9380.18,9480,9140,9322.2
9325.01,9615,9211.07,9280.49
9280.49,9350,9075,9164.33
9164.33,9775,9142.52,9613.82
9613.91,9859.57,9520,9763.01
9763.01,9885,9706.94,9808.05
9807.92,9955,9653.47,9904.3
9905.64,10180,9884.3,10173.97
10168.36,10200,9697.09,9851.78
9851.78,10409.2,9706,10270.01
10270.01,10495,10218,10351.13
10351.13,10522.51,10068,10228.67
10241.6,10400.37,10093.26,10364.04
10371.33,10408.04,9739,9911.22
9909.71,10051.24,9598.49,9921
9920.52,9973.45,9467,9700
9700,10298.25,9600,10188.04
10188.04,10315,9280.98,9602.2
9593.48,9706.27,9350,9610.05
9610.05,9775.26,9562.8,9695.66
9695.66,9728.57,9568.51,9668.23
9668.23,10025.66,9664.08,9965.01
9965,10030,9474.74,9660
9660,9682.73,9230,9305
9304.99,9375.36,8602,8778.3
8778.3,8974.75,8516.3,8816.5
8814.5,8900.94,8421.49,8703.84
8708.61,8805.06,8520.67,8529.1
8523.33,8756.11,8400,8522.31
8522.3,8978,8486.72,8912.92
8915.55,8924.69,8635.31,8757.84
8757.83,8850.47,8663.76,8758.7
8759.99,9174.24,8755.24,9070.17
9070.18,9187.85,8990.01,9158.51
9158.51,9225,8850.47,8893.93
8901.36,8905.05,7995.48,8037.76
8036.43,8191.13,7310,7934.52
7930.02,8158.42,7705,7885.92
7894.68,8020,7583.27,7938.05
7938.05,7969.9,4631.02,4857.1
4850,6000,3850,5622.74
5630.93,5780,5050,5165.25
5155.53,6002.2,5085.91,5343.45
5346.86,5353.04,4331.7,5037.61
5039.95,5569.9,4929.59,5331.71
5340.95,5452.82,5001,5413.64
5413.88,6441.37,5261.69,6186.26
6185.3,7139,5660.77,6210.14
6210.47,6470,5850,6196.3
6198.64,6420,5705,5818.25
5815.24,6650,5678.2,6490.63
6493.58,6893,6400.01,6766.64
6766,6989.04,6457.17,6690.96
6691.71,6798.89,6520.13,6758.18
6764.2,6880,6210,6372.36
6372.36,6376.4,6030,6251.82
6251.45,6283.41,5866.3,5875
5878.98,6640,5851,6406.4
6406.4,6530.83,6333.91,6424.35
6424.02,6744.99,6137.71,6666.11
6666.11,7292.11,6575.13,6804.52
6800.5,7053,6606.06,6741.99
6738.6,7025.53,6654.5,6874.77
6874.77,6925,6678.51,6778.25
6778.64,7376.59,6771.01,7341.56
7341.55,7474.9,7073,7200.01
7204.7,7432.23,7152,7370.11
7370.38,7378.85,7091.9,7294.1
7294.1,7314.93,6750,6873.8
6871.83,6960,6771.24,6889.6
6889.78,7216.5,6787.44,6903.7
6908.12,6914.01,6542.91,6861.21
6860.51,6997.38,6766.96,6874.5
6876.92,6940,6598.55,6624.12
6623.62,7224.18,6456,7112.64
7112.4,7159.64,6989.7,7037.46
7036.45,7308,7020.13,7261.76
7262.04,7278.74,7057.46,7130.71
7130.7,7231.9,6748.72,6842.8
6837.22,6964.23,6763.24,6853.68
6853.67,7171.26,6819.59,7136.9
7136.81,7790,7031.07,7488.83
7491.5,7615.36,7370,7514.64
7514.99,7731.8,7432.8,7547.61
7547.61,7718,7480,7706.4
7706.4,7813.68,7629.7,7792.4
7789.77,7803.99,7650,7755.01
7760,8988,7717.14,8793.75
8794.99,9487.9,8407,8627.32
8627.49,9075.98,8616.17,8829.42
8829.42,9025,8756.4,8985.58
8984.69,9207.82,8714,8909.95
8907.85,8975.52,8528.42,8883.53
8887.81,9126.27,8760.1,9028.79
9028.78,9430,8921,9155.79
9155.79,10080.2,9028.89,10004.77
10000.37,10050.31,9725,9801.35
9808.4,9923.24,9515.4,9537.21
9537.21,9570.1,7995.6,8729.86
8729.86,9182.97,8181,8570.8
8572.4,8984.87,8531.8,8821.42
8821.41,9420.18,8803.97,9321.26
9320.85,9950,9254.85,9795.34
9795.34,9849,9112,9312.1
9312.1,9594.99,9210.4,9383.16
9380.01,9896,9317.1,9676.63
9677.45,9966.12,9400,9728.52
9728.52,9903.89,9455.05,9783.76
9783.57,9845.15,9100,9509.41
9509.4,9573.29,8800,9061.96
9059.32,9272.97,8923.5,9165
9165,9316.12,9072.5,9178.6
9181.09,9310.91,8645,8718.77
8715.69,8984.16,8630,8899.31
8898,9016.99,8686.6,8844.42
8844.41,9230.21,8810.03,9208.53
9208.53,9625.01,9105.79,9577.38
9580.01,9610,9312,9423.84
9423.85,9764,9326.28,9705.1
9699.9,9711.7,9369.58,9446.19
9444.61,10429.26,9414.6,10208.9
10208.96,10241.26,9135.68,9522.46
9521.53,9699.95,9310.9,9668.07
9668.06,9888,9430,9788.03
9791,9860.33,9537.9,9613.21
9613.42,9744.39,9525.76,9671.7
9670.28,9829.31,9356,9750.12
9755.7,10189.59,9626.8,9781.51
9781.51,9900.4,9558.89,9778
9779.7,10018.67,9578,9894.04
9892.2,10013.75,9041.96,9265.8
9268.16,9555.54,9227,9469.72
9464.71,9500,9345.71,9475
9472.9,9483.9,9230.6,9325
9328.63,9505.4,8895.01,9435.15
9433.66,9596.31,9374.9,9530.3
9527.5,9566.53,9227.03,9457.51
9453.1,9482.66,9250,9376.14
9376.14,9439.7,9219.9,9304.32
9300.42,9400,9138,9355.74
9355.93,9421.26,9271.52,9286.14
9286.14,9798.76,9267.2,9690.74
9694,9725.3,9571,9623.56
9623.56,9670.31,9193.99,9285.91
9290.6,9343.49,8979.07,9243.51
9242.98,9291.73,9024.61,9155.42
9155.42,9189,8812.8,9002.46
9002.38,9191.72,8931.77,9113.24
9113.23,9240.36,9013,9184.45
9188.79,9205.01,9059.6,9136.2
9134.88,9300.3,9050,9239.97
9239.41,9269.2,8935.6,9091.53
9091.98,9172.29,9027.17,9072.47
9070,9196.69,9039.84,9138.51
9138.51,9151.78,8905,9074.39
9074.37,9376.34,9060.5,9343.31
9343.31,9385.81,9201.57,9253.94
9253.94,9493.02,9228.91,9435.28
9435.28,9450,9154.79,9236.95
9236.95,9322.23,9053.14,9291.05
9291.04,9306.9,9180,9235
9235,9347.76,9153.48,9303.37
9303.38,9367.7,9190.49,9236.92
9236.91,9283.7,9091.76,9256.94
9256.94,9276.98,9153.38,9190.16
9190.8,9219.57,9005,9130.11
9130.93,9221.85,9054.99,9155.32
9154.29,9219.35,9122.65,9175.85
9175.83,9245.03,9105.37,9212.87
9217.4,9228.66,9128.21,9161.05
9161.05,9442.89,9152.23,9394.14
9394.14,9573,9277,9539.51
9536.2,9690,9450.04,9613.24
9613.24,9650.55,9474.35,9551.21
9551.21,9751.82,9532.79,9711.33
9711.79,10200,9657,9941
9941,11420,9933.77,11048.91
11048.05,11263.85,10575,10934
10934.22,11360,10843.47,11110.12
11108.16,11190.65,10811,11115.95
11115.99,11463.6,10973.8,11351.62
11351.61,11894.73,11228,11810.07
11810.07,12134.29,10546.15,11068.54
11067.46,11488.59,10827.9,11233.13
11233.16,11423.66,11000.79,11197.04
11197.05,11807.12,11073.7,11764.66
11746,11920.75,11575.57,11773.89
11773.89,11921.63,11219,11606.52
11606.52,11822.22,11527,11774.98
11773.24,11811.11,11527.92,11688.48
11688.25,12099,11470.01,11899.73
11899.87,11948.55,11120,11388.53
11388.88,11635.12,11148.54,11566.45
11566.44,11806.61,11269,11795.95
11795.95,11867.1,11651.24,11779
11777.5,11989.98,11667.7,11859.24
11860.02,11942.87,11685.97,11918.84
11918.84,12486.61,11771.44,12304.26
12303.98,12408.53,11807.7,11950
11954.22,12026.37,11569,11765.1
11758.87,11899.99,11671.48,11864.26
11864.5,11887.67,11480,11535.18
11529.99,11696.37,11350,11672.93
11672.92,11715.09,11521.03,11650.01
11650.01,11832.55,11588.61,11753.85
11753.26,11777.15,11102.73,11324.92
11327.3,11820,11250.14,11463.27
11463.27,11602.92,11122.72,11330.06
11330.56,11557.14,11277.95,11532.6
11535,11592,11408.1,11477.37
11474.78,11720,11458.62,11708.97
11716,11785,11573.39,11655
11657.2,12086,11515,11928.77
11924.22,11959.1,11155.32,11395.48
11395.49,11478.95,9987.86,10172.52
10172.13,10646.75,9895.22,10462.35
10462.34,10573.73,9813,10168.36
10169.58,10358.88,10000,10257.86
10256.2,10415.66,9877.6,10377.4
10375,10446.18,9819.83,10125.69
10126.41,10353.39,9981.38,10224.56
10224.56,10501.25,10216.41,10343.23
10344.24,10416.84,10200,10394.41
10402.8,10483.23,10275,10443.33
10446.52,10586,10211,10336.76
10328.2,10765.03,10250.13,10679.95
10675,10950,10611.17,10783.75
10783.36,11101,10662.02,10951.1
10957.06,11054,10735.55,10943.61
10950.42,11040.38,10813,10937.52
10937.5,11183.01,10890.53,11080
11081.09,11087.12,10755.9,10920.89
10920.94,10997.85,10180,10416.82
10416.83,10582.64,10353.39,10531.13
10531.13,10544.8,10134.6,10230.7
10237.41,10795.87,10192.4,10740.01
10740,10765.07,10551,10690.53
10690.53,10835,10654.58,10730
10730,10807.14,10593.58,10778.2
10779,10957.15,10621.22,10695.55
10694.9,10870.06,10636.13,10842.2
10839.98,10851.38,10657.04,10784.04
10779.63,10940.22,10427.75,10616.1
10616.35,10668.56,10363.76,10576.2
10573.12,10606.36,10498.02,10551.65
10550.32,10699.88,10521.87,10671.11
10670.01,10805.82,10620.71,10799
10796.97,10803.6,10524,10602.66
10605,10686.2,10546.78,10669.14
10670.47,10969.6,10532.11,10933.09
10932.44,11118.49,10826.4,11057.07
11057.07,11499,11055.75,11299.5
11299.52,11448.83,11262,11374.01
11374.01,11736.02,11175.99,11535.57
11535.46,11567.4,11312.59,11428.22
11428.22,11556.37,11287.42,11427.7
11427.7,11641.38,11250.01,11509.34
11509.31,11552.83,11200,11328.95
